User Code,1 Please select your operating administration or office:,2 Begin typing your work zip code and select your work site from the list that will appear below.  If your site does not appear in the list select 'Site not found'.  If you telework 100% of the time please select the site to which you officially report.,3 What is your employment status?,4 How did you travel TO WORK each day during a TYPICAL week?  If you select 'N/A' for transportation method select 'N/A' for # Miles.,Monday,Monday Miles 1,Monday,Monday Miles 2,Monday,Monday Miles 3,Tuesday,Tuesday Miles 1,Tuesday,Tuesday Miles 2,Tuesday,Tuesday Miles 3,Wednesday,Wednesday Miles 1,Wednesday,Wednesday Miles 2,Wednesday,Wednesday Miles 3,Thursday,Thursday Miles 1,Thursday,Thursday Miles 2,Thursday,Thursday Miles 3,Friday,Friday Miles 1,Friday,Friday Miles 2,Friday,Friday Miles 3,If 'other' selected please indicate method of transportation:,5 What is the average total number of people in the Carpool/Vanpool you selected above including yourself? (Select 'N/A' if not applicable.),6 Did you use the same method(s) of transportation indicated above to commute FROM WORK at the end of your workdays? (If you answer 'Yes' you will skip the next section.  This may conclude your survey.),7 How did you travel FROM WORK each day during a TYPICAL week?  If you select 'N/A' for transportation method select 'N/A' for # Miles.,Monday,Monday Miles 1,Monday,Monday Miles 2,Monday,Monday Miles 3,Tuesday,Tuesday Miles 1,Tuesday,Tuesday Miles 2,Tuesday,Tuesday Miles 3,Wednesday,Wednesday Miles 1,Wednesday,Wednesday Miles 2,Wednesday,Wednesday Miles 3,Thursday,Thursday Miles 1,Thursday,Thursday Miles 2,Thursday,Thursday Miles 3,Friday,Friday Miles 1,Friday,Friday Miles 2,Friday,Friday Miles 3,If 'other' selected please indicate method of transportation:,8 What is the average total number of people in the Carpool/Vanpool you selected above including yourself? (Select 'N/A' if not applicable.),9 [HIDDEN] Thinking about last year what would you say is your PRIMARY commuting method?,If 'other' selected please indicate commuting method:,10 How often did you typically spend a full workday teleworking?,11 Overall how satisfied are you with the following?,Your commute to work,Your commute to home,Your agency's telework program,Your agency's alternative work schedule (AWS) program,12 What is the estimated distance between your home and the nearest public transit station or bus stop?,13 Is there any information you would like to add about your commute that was not addressed in this survey?,14 Were the survey questions clear?,15 Did you experience any technical problems while taking this survey?,Survey site was slow to load some/all questions,I was unable to connect to the survey on my first try,My survey link did not work,I had another technical problem not addressed here,I did not have any technical problems,16 How was your overall experience with this survey?,CO2e Emissions (CO2e MT) / year
JISKI305,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,30,Car (drove alone),10,Transit rail (e.g. subway),20,Transit bus,30,Car (drove alone),10,Transit rail (e.g. subway),20,Transit bus,30,Car (drove alone),10,Transit rail (e.g. subway),20,Transit bus,30,Car (drove alone),10,Transit rail (e.g. subway),20,Transit bus,30,Car (drove alone),10,Transit rail (e.g. subway),20,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once or twice a month,,very dissatisfied,very dissatisfied,very dissatisfied,Somewhat dissatisfied,Less than 0.25 mile,"bus is down the street from where I leave but the schedule is so limiting and my work schedule is so erradic it is difficult to take what is really the best option for me. 

although the subway is probably about 15 miles away it takes a least a half hour to get there on a good day and then another 45 mins on the subway.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,4.70801628
JJ8V5XE6,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),35,,,,,Car (drove alone),35,,,,,Car (drove alone),35,,,,,N/A: Teleworked,N/A,,,,,Car (drove alone),35,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once a week,,very dissatisfied,very dissatisfied,very dissatisfied,Somewhat dissatisfied,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,4.82447448
JJ9J3XNF,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Car (drove alone),6,Transit rail (e.g. subway),22,,,Carpool/Vanpool,6,Transit rail (e.g. subway),22,,,Car (drove alone),6,Transit rail (e.g. subway),22,,,N/A: Teleworked,N/A,,,,,,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Twice a week,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,0.25 to 0.5 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.510918668
JKTHUVWZ,U.S. Agency for International Development ,"USAID1 - 1401 H Street NW - 1401 H Street NW, , Washington, DC 20005",Federal Government Employee,,Car (drove alone),25,Transit rail (e.g. subway),,Walk,<1,Car (drove alone),25,Transit rail (e.g. subway),,Walk,<1,Car (drove alone),25,Transit rail (e.g. subway),,Walk,<1,Car (drove alone),25,Transit rail (e.g. subway),,Walk,<1,Car (drove alone),25,Transit rail (e.g. subway),,Walk,<1,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Less than once a month,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,1.5 miles to 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,off,Favorable.  I did not experience any problems.,4.3075665
JKYSMN67,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,15,Transit rail (e.g. subway),5,,,Transit bus,15,Car (drove alone),16,,,Transit bus,15,Transit bus,,,,Transit bus,15,Transit bus,,,,Transit bus,15,Transit bus,,,,Commuter Bus,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,I did not telework because I chose not to telework,,Very satisfied,Very satisfied,N/A,Very satisfied,Less than 0.25 mile,,"Yes, but a few of the questions were confusing.",,off,off,off,off,on,Favorable.  I did not experience any problems.,1.366128792
JLAHYIDL,U.S. Agency for International Development ,"USAID2 - 2 Potomac Yards - 2733 Crystal City Drive, , Arlington, VA 22201",Federal Government Employee,,Walk,1,Transit rail (e.g. subway),8,,,Walk,1,Transit rail (e.g. subway),8,,,Walk,1,Transit rail (e.g. subway),8,,,Walk,1,Transit rail (e.g. subway),8,,,Walk,1,Transit rail (e.g. subway),8,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,"I did not telework because I was not allowed to, even though I have the kind of job where I can telework",,very dissatisfied,very dissatisfied,very dissatisfied,very dissatisfied,0.5 to 1 mile,Commute time got doubled due to my bureau being moved from the Ronald Reagan Building.  Very dissatisfied with the Agency kicking out foreign service and cilvil service staff to accommodate term limited and institutional contractors.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.60243072
JMJE2RAV,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,2,Transit rail (e.g. subway),7,,,Transit bus,2,Transit rail (e.g. subway),7,,,Transit bus,2,Transit rail (e.g. subway),7,,,Transit bus,2,Transit rail (e.g. subway),7,,,Transit bus,2,Transit rail (e.g. subway),7,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Less than once a month,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Less than 0.25 mile,"I walk .25 mile to the bus stop at the beginning and end of each commute. The transit subsidy does not cover the commuting costs for the month, so I sometimes take other modes of transportation when the subsidy runs out -- driving, carpooling, or taking a metrobus the whole way (which adds an additional half hour on to an already-long commute.)",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.625721072
JMK976KP,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,2,Transit rail (e.g. subway),2,,,Transit bus,2,Transit rail (e.g. subway),2,,,Transit bus,2,Transit rail (e.g. subway),2,,,Transit bus,2,Transit rail (e.g. subway),2,,,Transit bus,2,Transit rail (e.g. subway),2,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Less than once a month,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.249201872
JODXYCU0,U.S. Agency for International Development ,Site not found,Federal Government Employee,,Transit bus,1,Transit rail (e.g. subway),10,,,Transit bus,1,Transit rail (e.g. subway),10,,,Transit bus,1,Transit rail (e.g. subway),10,,,Transit bus,1,Transit rail (e.g. subway),10,,,Transit bus,1,Transit rail (e.g. subway),10,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,I did not telework because I chose not to telework,,Very satisfied,Very satisfied,Very satisfied,N/A,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.802335496
JOHJTPKG,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),7,Transit rail (e.g. subway),15,,,Car (drove alone),7,Transit rail (e.g. subway),15,,,Car (drove alone),7,Transit rail (e.g. subway),15,,,Car (drove alone),7,Transit rail (e.g. subway),15,,,N/A: AWS day off (e.g. 5/4-9 plan),N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once or twice a month,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,1 mile to 1.5 miles,No,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.868540976
JOUM1J9C,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Walk,2,Transit bus,2,Transit rail (e.g. subway),2,Walk,2,Transit bus,2,Transit rail (e.g. subway),2,Walk,2,Transit bus,2,Transit rail (e.g. subway),2,Walk,2,Transit bus,2,Transit rail (e.g. subway),2,Walk,2,Transit bus,2,Transit rail (e.g. subway),2,,N/A,No,,Bicycle,2,Transit bus,2,Transit rail (e.g. subway),2,Bicycle,2,Motorcycle,2,Transit rail (e.g. subway),2,Bicycle,2,Transit bus,2,Transit rail (e.g. subway),2,Bicycle,2,Transit bus,2,Transit rail (e.g. subway),2,Bicycle,2,Transit bus,2,Transit rail (e.g. subway),2,,N/A,Transit rail (e.g. subway),,"I did not telework because I must be physically present on the job (e.g., Law Enforcement)",,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",0.255041333
JP507YHG,U.S. Agency for International Development ,Site not found,Federal Government Employee,,Transit bus,30,,,,,Transit bus,30,,,,,Transit bus,30,,,,,Transit bus,30,,,,,Transit bus,30,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Once or twice a month,,Somewhat dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,More than 2 miles,The amount of money we get to pay for our commute should be higher. I don't think $130 is enough to cover the monthly cost.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.47891288
JPAZ24AK,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),6,,,,,Transit rail (e.g. subway),6,,,,,Transit rail (e.g. subway),6,,,,,Transit rail (e.g. subway),6,,,,,Transit rail (e.g. subway),6,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Less than once a month,,Very satisfied,Very satisfied,Very satisfied,N/A,0.25 to 0.5 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.45182304
JQQ8INJV,U.S. Agency for International Development ,"USAID7 - SA-44 Federal Center Plaza II - 400 C Street SW, , Washington, DC 20024",Federal Government Employee,,Car (drove alone),2,Transit rail (e.g. subway),N/A,,,Car (drove alone),2,Transit rail (e.g. subway),N/A,,,Car (drove alone),2,Transit rail (e.g. subway),N/A,,,N/A: Teleworked,N/A,N/A: Teleworked,N/A,,,Car (drove alone),2,Car (drove alone),N/A,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once a week,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,N/A,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.275684256
JRZLEUF4,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),2,Walk,1,Transit rail (e.g. subway),14,Car (drove alone),2,Walk,1,Transit rail (e.g. subway),14,Car (drove alone),2,Walk,1,Transit rail (e.g. subway),14,Car (drove alone),2,Walk,1,Transit rail (e.g. subway),14,Car (drove alone),2,Walk,1,Transit rail (e.g. subway),14,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Less than once a month,,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.39885908
JSQTPENE,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),3,Transit bus,5,,,Transit rail (e.g. subway),3,Transit bus,5,,,Transit rail (e.g. subway),3,Transit bus,5,,,Transit rail (e.g. subway),3,Transit bus,5,,,Transit rail (e.g. subway),3,Transit bus,5,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,I did not telework because I chose not to telework,,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.472397
JT2VRVZA,U.S. Agency for International Development ,"USAID2 - 2 Potomac Yards - 2733 Crystal City Drive, , Arlington, VA 22201",Federal Government Employee,,Transit bus,1,Transit rail (e.g. subway),5,Walk,1,Transit bus,1,Transit rail (e.g. subway),5,Walk,1,Transit bus,1,Transit rail (e.g. subway),5,Walk,1,Transit bus,1,Transit rail (e.g. subway),5,Walk,1,Transit bus,1,Transit rail (e.g. subway),5,Walk,1,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Once or twice a month,,very dissatisfied,very dissatisfied,Very satisfied,N/A,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.425816296
JTKEK475,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Carpool/Vanpool,20,,N/A,,,Carpool/Vanpool,20,,,,,Carpool/Vanpool,20,,,,,Carpool/Vanpool,20,,,,,Carpool/Vanpool,20,,,,,,2,No,,Commuter rail (e.g. regional),20,Car (drove alone),2,,,Commuter rail (e.g. regional),20,Car (drove alone),2,,,Carpool/Vanpool,20,,,,,Commuter rail (e.g. regional),20,,,,,Carpool/Vanpool,20,,,,,,2,Carpool/Vanpool,,Less than once a month,,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,very dissatisfied,Less than 0.25 mile,"Most aggravating part is not the regular daily grind, but the occasional big traffic slowdown.","Yes, but a few of the questions were confusing.",,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",1.750731204
JUG306TC,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Other,20,Transit rail (e.g. subway),,Transit bus,,Other,20,Transit rail (e.g. subway),,Transit bus,,Other,20,Transit rail (e.g. subway),,Transit bus,,Other,20,Transit rail (e.g. subway),,Transit bus,,Other,20,Transit rail (e.g. subway),,Transit bus,,Metro Access,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (e.g. telework full-time),,I did not telework because I chose not to telework,,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Unfavorable.  I had significant problems with the survey.,0
JVB2Q9V9,U.S. Agency for International Development ,Site not found,Federal Government Employee,,N/A: AWS day off (e.g. 5/4-9 plan),N/A,,,,,Car (drove alone),25,,,,,Car (drove alone),25,,,,,Car (drove alone),25,,,,,N/A: Teleworked,N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Twice a week,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,2.5845399
JVDJWDMH,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),33,Transit rail (e.g. subway),24,,,Car (drove alone),33,Transit rail (e.g. subway),24,,,Car (drove alone),33,Transit rail (e.g. subway),23,,,Car (drove alone),33,Transit rail (e.g. subway),24,,,N/A: Teleworked,N/A,N/A: Teleworked,N/A,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once a week,,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,N/A,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,5.979563184
JVMHNIYO,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Less than once a month,,Somewhat satisfied,Somewhat satisfied,N/A,N/A,0.25 to 0.5 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.22591152
JWL47P9S,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,Transit bus,3,,,,,Transit rail (e.g. subway),3,,,,,Transit bus,3,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Less than once a month,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Neither satisfied nor dissatisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.194703427
JXDZCYB6,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Carpool/Vanpool,10,Transit rail (e.g. subway),10,,,Carpool/Vanpool,10,Transit rail (e.g. subway),10,,,Carpool/Vanpool,N/A,,,,,Carpool/Vanpool,10,Transit rail (e.g. subway),,,,Carpool/Vanpool,10,Transit rail (e.g. subway),,,,,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpool/Vanpool,,Once a week,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,N/A,1 mile to 1.5 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.990426
JXLPZREE,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),6,,,,,Car (drove alone),6,,,,,Car (drove alone),6,,,,,Car (drove alone),6,,,,,Car (drove alone),6,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once or twice a month,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,0.5 to 1 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",1.03381596
JY6PU0VZ,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,2,Transit rail (e.g. subway),2,,,Transit bus,2,Transit rail (e.g. subway),2,,,Transit bus,2,Transit rail (e.g. subway),2,,,Transit bus,2,Transit rail (e.g. subway),2,,,Transit bus,2,Transit rail (e.g. subway),2,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Once or twice a month,,very dissatisfied,very dissatisfied,Neither satisfied nor dissatisfied,very dissatisfied,Less than 0.25 mile,Thank you for conducting this survey.  The costs of public transportation to the employee that are no longer offset by the Federal Benefits programs are noteworthy and may be impacting an increase in telework.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.249201872
